표층형,*,*,*,품사태그,의미부류,종성 유무,읽기,*,*,*,*,*
Kamares陶器,*,*,*,NNG,*,F,카마레스도기,*,*,*,*,*
Kamares甕器,*,*,*,NNG,*,F,카마레스옹기,*,*,*,*,*
camera눈,*,*,*,NNG,*,T,카메라눈,*,*,*,*,*
Cameroon共和國,*,*,*,NNG,*,T,카메룬공화국,*,*,*,*,*
Cameroon山,*,*,*,NNG,*,T,카메룬산,*,*,*,*,*
Kamehameha一世,*,*,*,NNP,*,F,카메하메하 일세,*,*,*,*,*
chameleon液,*,*,*,NNG,*,T,카멜레온액,*,*,*,*,*
Chamaeleon자리,*,*,*,NNG,*,F,카멜레온자리,*,*,*,*,*
Chamaeleon座,*,*,*,NNG,*,F,카멜레온좌,*,*,*,*,*
camouflage하다,*,*,*,VV,*,F,카무플라주하다,*,*,*,*,*
carmine酸,*,*,*,NNG,*,T,카민산,*,*,*,*,*
kamille油,*,*,*,NNG,*,F,카밀러유,*,*,*,*,*
carbanauba蠟,*,*,*,NNG,*,T,카바나우바납,*,*,*,*,*
carbamate劑,*,*,*,NNG,*,F,카바메이트제,*,*,*,*,*
carbamin酸,*,*,*,NNG,*,T,카바민산,*,*,*,*,*
carbamin酸ammonium,*,*,*,NNG,*,T,카바민산암모늄,*,*,*,*,*
carbamyl基,*,*,*,NNG,*,F,카바밀기,*,*,*,*,*
carbide燈,*,*,*,NNG,*,T,카바이드등,*,*,*,*,*
Cavalieri의定理,*,*,*,NNG,*,F,카발리에리의정리,*,*,*,*,*
←carbamic酸,*,*,*,NNG,*,T,카밤산,*,*,*,*,*
←carbamic酸ammonium,*,*,*,NNG,*,T,카밤산암모늄,*,*,*,*,*
carbonyl基,*,*,*,NNG,*,F,카보닐기,*,*,*,*,*
carbonyl法,*,*,*,NNG,*,T,카보닐법,*,*,*,*,*
carbonyl數,*,*,*,NNG,*,F,카보닐수,*,*,*,*,*
carbonyl鐵,*,*,*,NNG,*,T,카보닐철,*,*,*,*,*
carbonyl化合物,*,*,*,NNG,*,T,카보닐화합물,*,*,*,*,*
Cape Verde共和國,*,*,*,NNG,*,T,카보베르데공화국,*,*,*,*,*
carbo陽ion,*,*,*,NNG,*,T,카보양이온,*,*,*,*,*
carbo陰ion,*,*,*,NNG,*,T,카보음이온,*,*,*,*,*
carboxy基,*,*,*,NNG,*,F,카복시기,*,*,*,*,*
carboxy離脫反應,*,*,*,NNG,*,T,카복시이탈반응,*,*,*,*,*
carboxyl基,*,*,*,NNG,*,F,카복실기,*,*,*,*,*
←carboxylic酸,*,*,*,NNG,*,T,카복실산,*,*,*,*,*
carboxyl化反應,*,*,*,NNG,*,T,카복실화반응,*,*,*,*,*
carbon寫眞,*,*,*,NNG,*,T,카본사진,*,*,*,*,*
carbon寫眞法,*,*,*,NNG,*,T,카본사진법,*,*,*,*,*
carbon酸,*,*,*,NNG,*,T,카본산,*,*,*,*,*
carbon印刷,*,*,*,NNG,*,F,카본인쇄,*,*,*,*,*
carbon印畫法,*,*,*,NNG,*,T,카본인화법,*,*,*,*,*
carbon抵抗器,*,*,*,NNG,*,F,카본저항기,*,*,*,*,*
carbon紙,*,*,*,NNG,*,F,카본지,*,*,*,*,*
cabinet判,*,*,*,NNG,*,T,카비네판,*,*,*,*,*
Kavir沙漠,*,*,*,NNG,*,T,카비르사막,*,*,*,*,*
Cabinda州,*,*,*,NNG,*,F,카빈다주,*,*,*,*,*
carbine銃,*,*,*,NNG,*,T,카빈총,*,*,*,*,*
carbylamine反應,*,*,*,NNG,*,T,카빌아민반응,*,*,*,*,*
Casablanca會談,*,*,*,NNG,*,T,카사블랑카회담,*,*,*,*,*
Kasai江,*,*,*,NNG,*,T,카사이강,*,*,*,*,*
casein角質物,*,*,*,NNG,*,T,카세인각질물,*,*,*,*,*
casein塗料,*,*,*,NNG,*,F,카세인도료,*,*,*,*,*
casein酸Natrium,*,*,*,NNG,*,T,카세인산나트륨,*,*,*,*,*
casein接着劑,*,*,*,NNG,*,F,카세인접착제,*,*,*,*,*
Kashgar條約,*,*,*,NNG,*,T,카슈가르조약,*,*,*,*,*
Kashgar汗國,*,*,*,NNG,*,T,카슈가르한국,*,*,*,*,*
Kashmir問題,*,*,*,NNG,*,F,카슈미르문제,*,*,*,*,*
Kashmir語,*,*,*,NNG,*,F,카슈미르어,*,*,*,*,*
Kashmir州,*,*,*,NNG,*,F,카슈미르주,*,*,*,*,*
Caste制度,*,*,*,NNG,*,F,카스트제도,*,*,*,*,*
Castilla王國,*,*,*,NNG,*,T,카스티야왕국,*,*,*,*,*
Caspie海,*,*,*,NNG,*,F,카스피해,*,*,*,*,*
Cassini間隙,*,*,*,NNG,*,T,카시니간극,*,*,*,*,*
Cassini密約,*,*,*,NNG,*,T,카시니밀약,*,*,*,*,*
Cassini의法則,*,*,*,NNG,*,T,카시니의법칙,*,*,*,*,*
Cassiopeia자리,*,*,*,NNG,*,F,카시오페이아자리,*,*,*,*,*
Cassiopeia座,*,*,*,NNG,*,F,카시오페이아좌,*,*,*,*,*
Khasi族,*,*,*,NNG,*,T,카시족,*,*,*,*,*
Kassite王朝,*,*,*,NNG,*,F,카시트왕조,*,*,*,*,*
Kayan族,*,*,*,NNG,*,T,카얀족,*,*,*,*,*
chaos理論,*,*,*,NNG,*,T,카오스이론,*,*,*,*,*
Kauri고무,*,*,*,NNG,*,F,카우리고무,*,*,*,*,*
cowboy帽子,*,*,*,NNG,*,F,카우보이모자,*,*,*,*,*
count되다,*,*,*,VV,*,F,카운트되다,*,*,*,*,*
count하다,*,*,*,VV,*,F,카운트하다,*,*,*,*,*
count하다,*,*,*,VV,*,F,카운트하다,*,*,*,*,*
Cairo美術館,*,*,*,NNG,*,T,카이로미술관,*,*,*,*,*
Cairo宣言,*,*,*,NNG,*,T,카이로선언,*,*,*,*,*
Cairo會談,*,*,*,NNG,*,T,카이로회담,*,*,*,*,*
開灤炭田,*,*,*,NNG,*,T,카이롼탄전,*,*,*,*,*
Khyber고개,*,*,*,NNG,*,F,카이바르고개,*,*,*,*,*
Kaiser Wilhelm協會,*,*,*,NNG,*,F,카이저빌헬름협회,*,*,*,*,*
Kaiser鬚髥,*,*,*,NNG,*,T,카이저수염,*,*,*,*,*
Kai族,*,*,*,NNG,*,T,카이족,*,*,*,*,*
Cain의後裔,*,*,*,NNG,*,F,카인의 후예,*,*,*,*,*
Kailas山,*,*,*,NNG,*,T,카일라스산,*,*,*,*,*
Kailas山脈,*,*,*,NNG,*,T,카일라스산맥,*,*,*,*,*
Kajar王朝,*,*,*,NNG,*,F,카자르왕조,*,*,*,*,*
Kajar朝,*,*,*,NNG,*,F,카자르조,*,*,*,*,*
Kazakhstan共和國,*,*,*,NNG,*,T,카자흐스탄공화국,*,*,*,*,*
Kazakh語,*,*,*,NNG,*,F,카자흐어,*,*,*,*,*
Kazakh人,*,*,*,NNG,*,T,카자흐인,*,*,*,*,*
Kazan汗國,*,*,*,NNG,*,T,카잔한국,*,*,*,*,*
Kachin語,*,*,*,NNG,*,F,카친어,*,*,*,*,*
Kachin族,*,*,*,NNG,*,T,카친족,*,*,*,*,*
cacao나무,*,*,*,NNG,*,F,카카오나무,*,*,*,*,*
cacajao원숭이,*,*,*,NNG,*,F,카카자오원숭이,*,*,*,*,*
cacodyl基,*,*,*,NNG,*,F,카코딜기,*,*,*,*,*
cacodyl酸,*,*,*,NNG,*,T,카코딜산,*,*,*,*,*
cacodyl化合物,*,*,*,NNG,*,T,카코딜화합물,*,*,*,*,*
khaki服,*,*,*,NNG,*,T,카키복,*,*,*,*,*
khaki色,*,*,*,NNG,*,T,카키색,*,*,*,*,*
Khaki Campbell種,*,*,*,NNG,*,T,카키캠벨종,*,*,*,*,*
Qattara低地,*,*,*,NNG,*,F,카타라저지,*,*,*,*,*
Qatar國,*,*,*,NNG,*,T,카타르국,*,*,*,*,*
catarrh期,*,*,*,NNG,*,F,카타르기,*,*,*,*,*
catarrh性炎,*,*,*,NNG,*,T,카타르성염,*,*,*,*,*
catarrh炎,*,*,*,NNG,*,T,카타르염,*,*,*,*,*
Cathari派,*,*,*,NNG,*,F,카타리파,*,*,*,*,*
kata溫度計,*,*,*,NNG,*,F,카타온도계,*,*,*,*,*
cataplasma劑,*,*,*,NNG,*,F,카타플라스마제,*,*,*,*,*
catalog販賣,*,*,*,NNG,*,F,카탈로그판매,*,*,*,*,*
Catalonia語,*,*,*,NNG,*,F,카탈로니아어,*,*,*,*,*
Cataluña語,*,*,*,NNG,*,F,카탈루냐어,*,*,*,*,*
Katanga州,*,*,*,NNG,*,F,카탕가주,*,*,*,*,*
Kattegat海峽,*,*,*,NNG,*,T,카테가트해협,*,*,*,*,*
cartridge呼吸器,*,*,*,NNG,*,F,카트리지호흡기,*,*,*,*,*
Kathiawar半島,*,*,*,NNG,*,F,카티아와르반도,*,*,*,*,*
Capet王朝,*,*,*,NNG,*,F,카페왕조,*,*,*,*,*
Capet朝,*,*,*,NNG,*,F,카페조,*,*,*,*,*
Capella星,*,*,*,NNG,*,T,카펠라성,*,*,*,*,*
Kaposi肉種,*,*,*,NNG,*,T,카포지육종,*,*,*,*,*
car pool制,*,*,*,NNG,*,F,카풀제,*,*,*,*,*
←caproic酸,*,*,*,NNG,*,T,카프로산,*,*,*,*,*
←capric酸,*,*,*,NNG,*,T,카프르산,*,*,*,*,*
Capri섬,*,*,*,NNG,*,T,카프리섬,*,*,*,*,*
←caprylic酸,*,*,*,NNG,*,T,카프릴산,*,*,*,*,*
Kaplan水車,*,*,*,NNG,*,F,카플란수차,*,*,*,*,*
Kafir族,*,*,*,NNG,*,T,카피르족,*,*,*,*,*
Kafir族,*,*,*,NNG,*,T,카피르족,*,*,*,*,*
copy하다,*,*,*,VV,*,F,카피하다,*,*,*,*,*
canna科,*,*,*,NNG,*,F,칸나과,*,*,*,*,*
Cannae戰鬪,*,*,*,NNG,*,F,칸나에전투,*,*,*,*,*
Cannizzaro反應,*,*,*,NNG,*,T,칸니차로반응,*,*,*,*,*
candida菌,*,*,*,NNG,*,T,칸디다균,*,*,*,*,*
candida症,*,*,*,NNG,*,T,칸디다증,*,*,*,*,*
칸막이壁,*,*,*,NNG,*,T,칸막이벽,*,*,*,*,*
칸數,*,*,*,NNG,*,F,칸수,*,*,*,*,*
Cannes映畫祭,*,*,*,NNG,*,F,칸영화제,*,*,*,*,*
Kanchenjunga山,*,*,*,NNG,*,T,칸첸중가산,*,*,*,*,*
Cantábria山脈,*,*,*,NNG,*,T,칸타브리아산맥,*,*,*,*,*
Kant-Laplace의星雲說,*,*,*,NNG,*,T,칸트·라플라스의성운설,*,*,*,*,*
Kant主義,*,*,*,NNG,*,F,칸트주의,*,*,*,*,*
Kant哲學,*,*,*,NNG,*,T,칸트철학,*,*,*,*,*
Kant學派,*,*,*,NNG,*,F,칸트학파,*,*,*,*,*
Karl十世,*,*,*,NNP,*,F,칼 십세,*,*,*,*,*
Karl十二世,*,*,*,NNP,*,F,칼 십이세,*,*,*,*,*
칼稜線,*,*,*,NNG,*,T,칼능선,*,*,*,*,*
caldera湖,*,*,*,NNG,*,F,칼데라호,*,*,*,*,*
Chaldea王國,*,*,*,NNG,*,T,칼데아왕국,*,*,*,*,*
Chaldea週期,*,*,*,NNG,*,F,칼데아주기,*,*,*,*,*
칼刀,*,*,*,NNG,*,F,칼도,*,*,*,*,*
칼突起,*,*,*,NNG,*,F,칼돌기,*,*,*,*,*
Calabar콩,*,*,*,NNG,*,T,칼라바르콩,*,*,*,*,*
Calabria州,*,*,*,NNG,*,F,칼라브리아주,*,*,*,*,*
Kalahari沙漠,*,*,*,NNG,*,T,칼라하리사막,*,*,*,*,*
column chromatography法,*,*,*,NNG,*,T,칼럼크로마토그래피법,*,*,*,*,*
Caledonian運河,*,*,*,NNG,*,F,칼레도니아운하,*,*,*,*,*
Calais海峽,*,*,*,NNG,*,T,칼레해협,*,*,*,*,*
Caloric說,*,*,*,NNG,*,T,칼로릭설,*,*,*,*,*
calomel電極,*,*,*,NNG,*,T,칼로멜전극,*,*,*,*,*
Kalium明礬,*,*,*,NNG,*,T,칼륨명반,*,*,*,*,*
Kalium白礬,*,*,*,NNG,*,T,칼륨백반,*,*,*,*,*
Kalium비누,*,*,*,NNG,*,F,칼륨비누,*,*,*,*,*
Kalium肥料,*,*,*,NNG,*,F,칼륨비료,*,*,*,*,*
Kalium四十二,*,*,*,NNG,*,F,칼륨사십이,*,*,*,*,*
Kalium植物,*,*,*,NNG,*,T,칼륨식물,*,*,*,*,*
Kaliumargon法,*,*,*,NNG,*,T,칼륨아르곤법,*,*,*,*,*
Kalium鹽,*,*,*,NNG,*,T,칼륨염,*,*,*,*,*
Kalium琉璃,*,*,*,NNG,*,F,칼륨유리,*,*,*,*,*
Kalium長石,*,*,*,NNG,*,T,칼륨장석,*,*,*,*,*
kali球,*,*,*,NNG,*,F,칼리구,*,*,*,*,*
Kalimantan섬,*,*,*,NNG,*,T,칼리만탄섬,*,*,*,*,*
kali明礬,*,*,*,NNG,*,T,칼리명반,*,*,*,*,*
kali비누,*,*,*,NNG,*,F,칼리비누,*,*,*,*,*
kali肥料,*,*,*,NNG,*,F,칼리비료,*,*,*,*,*
Calibia移動,*,*,*,NNG,*,T,칼리비아이동,*,*,*,*,*
kali石,*,*,*,NNG,*,T,칼리석,*,*,*,*,*
kali巖鹽,*,*,*,NNG,*,T,칼리암염,*,*,*,*,*
kali鹽,*,*,*,NNG,*,T,칼리염,*,*,*,*,*
kali琉璃,*,*,*,NNG,*,F,칼리유리,*,*,*,*,*
kali長石,*,*,*,NNG,*,T,칼리장석,*,*,*,*,*
Callippos法,*,*,*,NNG,*,T,칼리포스법,*,*,*,*,*
Kalmar同盟,*,*,*,NNG,*,T,칼마르동맹,*,*,*,*,*
Kalmar聯合,*,*,*,NNG,*,T,칼마르연합,*,*,*,*,*
Kalmuck글字,*,*,*,NNG,*,F,칼무크글자,*,*,*,*,*
Kalmuck文字,*,*,*,NNG,*,F,칼무크문자,*,*,*,*,*
Kalmuck語,*,*,*,NNG,*,F,칼무크어,*,*,*,*,*
Kalmuck族,*,*,*,NNG,*,T,칼무크족,*,*,*,*,*
Kalmyk글字,*,*,*,NNG,*,F,칼미크글자,*,*,*,*,*
Kalmyk語,*,*,*,NNG,*,F,칼미크어,*,*,*,*,*
Kalmyk族,*,*,*,NNG,*,T,칼미크족,*,*,*,*,*
Calvin敎,*,*,*,NNG,*,F,칼뱅교,*,*,*,*,*
Calvin主義,*,*,*,NNG,*,F,칼뱅주의,*,*,*,*,*
칼山,*,*,*,NNG,*,T,칼산,*,*,*,*,*
칼山地獄,*,*,*,NNG,*,T,칼산지옥,*,*,*,*,*
칼새目,*,*,*,NNG,*,T,칼새목,*,*,*,*,*
칼샛科,*,*,*,NNG,*,F,칼샛과,*,*,*,*,*
calcium硬度,*,*,*,NNG,*,F,칼슘경도,*,*,*,*,*
calcium硬直,*,*,*,NNG,*,T,칼슘경직,*,*,*,*,*
calcium拮抗劑,*,*,*,NNG,*,F,칼슘길항제,*,*,*,*,*
calcium代謝,*,*,*,NNG,*,F,칼슘대사,*,*,*,*,*
calcium分,*,*,*,NNG,*,T,칼슘분,*,*,*,*,*
calcium비누,*,*,*,NNG,*,F,칼슘비누,*,*,*,*,*
calcium四十五,*,*,*,NNG,*,F,칼슘사십오,*,*,*,*,*
칼잎벌科,*,*,*,NNG,*,F,칼잎벌과,*,*,*,*,*
칼잎龍膽,*,*,*,NNG,*,T,칼잎용담,*,*,*,*,*
칼자루끝裝飾,*,*,*,NNG,*,T,칼자루끝장식,*,*,*,*,*
칼纏帶,*,*,*,NNG,*,F,칼전대,*,*,*,*,*
Carlsbad洞窟國立公園,*,*,*,NNG,*,T,칼즈배드동굴국립공원,*,*,*,*,*
칼籤子,*,*,*,NNG,*,F,칼첨자,*,*,*,*,*
칼鍼,*,*,*,NNG,*,T,칼침,*,*,*,*,*
칼鍼주기,*,*,*,NNG,*,F,칼침주기,*,*,*,*,*
Chalcedon公議會,*,*,*,NNG,*,F,칼케돈공의회,*,*,*,*,*
calc-alkali巖,*,*,*,NNG,*,T,칼크알칼리암,*,*,*,*,*
칼退勤,*,*,*,NNG,*,T,칼퇴근,*,*,*,*,*
칼退勤하다,*,*,*,VV,*,F,칼퇴근하다,*,*,*,*,*
칼板,*,*,*,NNG,*,T,칼판,*,*,*,*,*
칼標,*,*,*,NNG,*,F,칼표,*,*,*,*,*
Cambay灣,*,*,*,NNG,*,T,캄베이만,*,*,*,*,*
Cambodia語,*,*,*,NNG,*,F,캄보디아어,*,*,*,*,*
Cambodia王國,*,*,*,NNG,*,T,캄보디아왕국,*,*,*,*,*
Cambodia人,*,*,*,NNG,*,T,캄보디아인,*,*,*,*,*
Cambria系,*,*,*,NNG,*,F,캄브리아계,*,*,*,*,*
Cambria紀,*,*,*,NNG,*,F,캄브리아기,*,*,*,*,*
Cambria山地,*,*,*,NNG,*,F,캄브리아산지,*,*,*,*,*
Cambyses二世,*,*,*,NNP,*,F,캄비세스 이세,*,*,*,*,*
Kamchatka半島,*,*,*,NNG,*,F,캄차카반도,*,*,*,*,*
캄캄絕壁,*,*,*,NNG,*,T,캄캄절벽,*,*,*,*,*
캄캄漆夜,*,*,*,NNG,*,F,캄캄칠야,*,*,*,*,*
Campania州,*,*,*,NNG,*,F,캄파니아주,*,*,*,*,*
Campo Formio條約,*,*,*,NNG,*,T,캄포포르미오조약,*,*,*,*,*
Capsa文化,*,*,*,NNG,*,F,캅사문화,*,*,*,*,*
Kavkaz山脈,*,*,*,NNG,*,T,캅카스산맥,*,*,*,*,*
Kavkaz言語,*,*,*,NNG,*,F,캅카스언어,*,*,*,*,*
Campigny文化,*,*,*,NNG,*,F,캉피니문화,*,*,*,*,*
Canada楯狀地,*,*,*,NNG,*,F,캐나다순상지,*,*,*,*,*
Canada豪豬,*,*,*,NNG,*,F,캐나다호저,*,*,*,*,*
cannon砲,*,*,*,NNG,*,F,캐넌포,*,*,*,*,*
caramel麥芽,*,*,*,NNG,*,F,캐러멜맥아,*,*,*,*,*
caramel色,*,*,*,NNG,*,T,캐러멜색,*,*,*,*,*
caraway油,*,*,*,NNG,*,F,캐러웨이유,*,*,*,*,*
Caroline諸島,*,*,*,NNG,*,F,캐롤라인제도,*,*,*,*,*
carry-back하다,*,*,*,VV,*,F,캐리백하다,*,*,*,*,*
Cascade山脈,*,*,*,NNG,*,T,캐스케이드산맥,*,*,*,*,*
casting되다,*,*,*,VV,*,F,캐스팅되다,*,*,*,*,*
casting하다,*,*,*,VV,*,F,캐스팅하다,*,*,*,*,*
cache記憶裝置,*,*,*,NNG,*,F,캐시기억장치,*,*,*,*,*
cashless社會,*,*,*,NNG,*,F,캐시리스사회,*,*,*,*,*
cashmere실,*,*,*,NNG,*,T,캐시미어실,*,*,*,*,*
cash flow倍率,*,*,*,NNG,*,T,캐시플로배율,*,*,*,*,*
caterpillar車輛,*,*,*,NNG,*,T,캐터필러차량,*,*,*,*,*
Caxton版,*,*,*,NNG,*,T,캑스턴판,*,*,*,*,*
can麥酒,*,*,*,NNG,*,F,캔맥주,*,*,*,*,*
Kansas州,*,*,*,NNG,*,F,캔자스주,*,*,*,*,*
Canterbury이야기,*,*,*,NNG,*,F,캔터베리 이야기,*,*,*,*,*
Canterbury大聖堂,*,*,*,NNG,*,T,캔터베리대성당,*,*,*,*,*
Canton섬,*,*,*,NNG,*,T,캔턴섬,*,*,*,*,*
California灣,*,*,*,NNG,*,T,캘리포니아만,*,*,*,*,*
California바다獅子,*,*,*,NNG,*,F,캘리포니아바다사자,*,*,*,*,*
California半島,*,*,*,NNG,*,F,캘리포니아반도,*,*,*,*,*
California楊貴妃,*,*,*,NNG,*,F,캘리포니아양귀비,*,*,*,*,*
California油田,*,*,*,NNG,*,T,캘리포니아유전,*,*,*,*,*
California州,*,*,*,NNG,*,F,캘리포니아주,*,*,*,*,*
California海流,*,*,*,NNG,*,F,캘리포니아해류,*,*,*,*,*
Calvin回路,*,*,*,NNG,*,F,캘빈회로,*,*,*,*,*
캘采邊,*,*,*,NNG,*,T,캘채변,*,*,*,*,*
cam機關,*,*,*,NNG,*,T,캠기관,*,*,*,*,*
Campbell-Stokes日照計,*,*,*,NNG,*,F,캠벨·스토크스일조계,*,*,*,*,*
cam自動盤,*,*,*,NNG,*,T,캠자동반,*,*,*,*,*
cam軸,*,*,*,NNG,*,T,캠축,*,*,*,*,*
camphor기름,*,*,*,NNG,*,T,캠퍼기름,*,*,*,*,*
Camp David協定,*,*,*,NNG,*,T,캠프데이비드협정,*,*,*,*,*
camp村,*,*,*,NNG,*,T,캠프촌,*,*,*,*,*
camping하다,*,*,*,VV,*,F,캠핑하다,*,*,*,*,*
CAPTOR機雷,*,*,*,NNG,*,F,캡터기뢰,*,*,*,*,*
kangaroo科,*,*,*,NNG,*,F,캥거루과,*,*,*,*,*
Kangaroo섬,*,*,*,NNG,*,T,캥거루섬,*,*,*,*,*
Kyakhta條約,*,*,*,NNG,*,T,캬흐타조약,*,*,*,*,*
canal線,*,*,*,NNG,*,T,커낼선,*,*,*,*,*
▼cunning하다,*,*,*,VV,*,F,커닝하다,*,*,*,*,*
cover하다,*,*,*,VV,*,F,커버하다,*,*,*,*,*
cover하다,*,*,*,VV,*,F,커버하다,*,*,*,*,*
cover하다,*,*,*,VV,*,F,커버하다,*,*,*,*,*
curve자,*,*,*,NNG,*,F,커브자,*,*,*,*,*
Curzon線,*,*,*,NNG,*,T,커즌선,*,*,*,*,*
cocoon包裝,*,*,*,NNG,*,T,커쿤포장,*,*,*,*,*
cut하다,*,*,*,VV,*,F,커트하다,*,*,*,*,*
cut하다,*,*,*,VV,*,F,커트하다,*,*,*,*,*
cut하다,*,*,*,VV,*,F,커트하다,*,*,*,*,*
cut하다,*,*,*,VV,*,F,커트하다,*,*,*,*,*
cut하다,*,*,*,VV,*,F,커트하다,*,*,*,*,*
cut하다,*,*,*,VV,*,F,커트하다,*,*,*,*,*
cuffs단추,*,*,*,NNG,*,F,커프스단추,*,*,*,*,*
coffee나무,*,*,*,NNG,*,F,커피나무,*,*,*,*,*
coffee色,*,*,*,NNG,*,T,커피색,*,*,*,*,*
coffee素,*,*,*,NNG,*,F,커피소,*,*,*,*,*
coffee盞,*,*,*,NNG,*,T,커피잔,*,*,*,*,*
coffee차,*,*,*,NNG,*,F,커피차,*,*,*,*,*
coffee콩,*,*,*,NNG,*,T,커피콩,*,*,*,*,*
Kerr效果,*,*,*,NNG,*,F,커효과,*,*,*,*,*
consultant會社,*,*,*,NNG,*,F,컨설턴트회사,*,*,*,*,*
container船,*,*,*,NNG,*,T,컨테이너선,*,*,*,*,*
containment政策,*,*,*,NNG,*,T,컨테인먼트정책,*,*,*,*,*
contemporary寫眞,*,*,*,NNG,*,T,컨템퍼러리사진,*,*,*,*,*
control하다,*,*,*,VV,*,F,컨트롤하다,*,*,*,*,*
control하다,*,*,*,VV,*,F,컨트롤하다,*,*,*,*,*
country音樂,*,*,*,NNG,*,T,컨트리음악,*,*,*,*,*
color bar信號,*,*,*,NNG,*,F,컬러바신호,*,*,*,*,*
color複寫機,*,*,*,NNG,*,F,컬러복사기,*,*,*,*,*
color分解,*,*,*,NNG,*,F,컬러분해,*,*,*,*,*
color寫眞,*,*,*,NNG,*,T,컬러사진,*,*,*,*,*
color受像管,*,*,*,NNG,*,T,컬러수상관,*,*,*,*,*
color版,*,*,*,NNG,*,T,컬러판,*,*,*,*,*
colorful하다,*,*,*,VA,*,F,컬러풀하다,*,*,*,*,*
←columbite石,*,*,*,NNG,*,T,컬럼브석,*,*,*,*,*
Columbia江,*,*,*,NNG,*,T,컬럼비아강,*,*,*,*,*
Columbia高原,*,*,*,NNG,*,T,컬럼비아고원,*,*,*,*,*
Columbia特別區,*,*,*,NNG,*,F,컬럼비아특별구,*,*,*,*,*
Columbia號,*,*,*,NNG,*,F,컬럼비아호,*,*,*,*,*
collector抵抗,*,*,*,NNG,*,T,컬렉터저항,*,*,*,*,*
collector接合,*,*,*,NNG,*,T,컬렉터접합,*,*,*,*,*
curl絲,*,*,*,NNG,*,F,컬사,*,*,*,*,*
curl하다,*,*,*,VV,*,F,컬하다,*,*,*,*,*
←computer盲,*,*,*,NNG,*,T,컴맹,*,*,*,*,*
comeback하다,*,*,*,VV,*,F,컴백하다,*,*,*,*,*
Cumberland江,*,*,*,NNG,*,T,컴벌랜드강,*,*,*,*,*
Cumberland高原,*,*,*,NNG,*,T,컴벌랜드고원,*,*,*,*,*
Cumbria州,*,*,*,NNG,*,F,컴브리아주,*,*,*,*,*
compiler言語,*,*,*,NNG,*,F,컴파일러언어,*,*,*,*,*
compass植物,*,*,*,NNG,*,T,컴퍼스식물,*,*,*,*,*
computer恐怖症,*,*,*,NNG,*,T,컴퓨터공포증,*,*,*,*,*
computer斷層撮影,*,*,*,NNG,*,T,컴퓨터단층촬영,*,*,*,*,*
computer斷層撮影機,*,*,*,NNG,*,F,컴퓨터단층촬영기,*,*,*,*,*
computer犯罪,*,*,*,NNG,*,F,컴퓨터범죄,*,*,*,*,*
computer補助敎育,*,*,*,NNG,*,T,컴퓨터보조교육,*,*,*,*,*
computer補助生産,*,*,*,NNG,*,T,컴퓨터보조생산,*,*,*,*,*
computer補助設計,*,*,*,NNG,*,F,컴퓨터보조설계,*,*,*,*,*
computer音樂,*,*,*,NNG,*,T,컴퓨터음악,*,*,*,*,*
computer利用敎育,*,*,*,NNG,*,T,컴퓨터이용교육,*,*,*,*,*
computer利用設計,*,*,*,NNG,*,F,컴퓨터이용설계,*,*,*,*,*
computer利用製造,*,*,*,NNG,*,F,컴퓨터이용제조,*,*,*,*,*
computer利用學習,*,*,*,NNG,*,T,컴퓨터이용학습,*,*,*,*,*
computer組版,*,*,*,NNG,*,T,컴퓨터조판,*,*,*,*,*
Cup가죽海綿,*,*,*,NNG,*,T,컵가죽해면,*,*,*,*,*
Cup자리,*,*,*,NNG,*,F,컵자리,*,*,*,*,*
Kenya共和國,*,*,*,NNG,*,T,케냐공화국,*,*,*,*,*
Kenya山,*,*,*,NNG,*,T,케냐산,*,*,*,*,*
Kennelly-Heaviside層,*,*,*,NNG,*,T,케널리·헤비사이드층,*,*,*,*,*
Kerala州,*,*,*,NNG,*,F,케랄라주,*,*,*,*,*
Kermadec諸島,*,*,*,NNG,*,F,케르마데크제도,*,*,*,*,*
Cheopis벼룩,*,*,*,NNG,*,T,케오피스벼룩,*,*,*,*,*
K殼,*,*,*,NNG,*,T,케이각,*,*,*,*,*
K껍질,*,*,*,NNG,*,T,케이껍질,*,*,*,*,*
K帶,*,*,*,NNG,*,F,케이대,*,*,*,*,*
KD輸出,*,*,*,NNG,*,T,케이디수출,*,*,*,*,*
Cayman諸島,*,*,*,NNG,*,F,케이맨제도,*,*,*,*,*
cable기름,*,*,*,NNG,*,T,케이블기름,*,*,*,*,*
cable放送,*,*,*,NNG,*,T,케이블방송,*,*,*,*,*
cable保護物,*,*,*,NNG,*,T,케이블보호물,*,*,*,*,*
cable敷設船,*,*,*,NNG,*,T,케이블부설선,*,*,*,*,*
cable線路,*,*,*,NNG,*,F,케이블선로,*,*,*,*,*
cable이음,*,*,*,NNG,*,T,케이블이음,*,*,*,*,*
caisson基礎,*,*,*,NNG,*,F,케이슨기초,*,*,*,*,*
caisson式工法,*,*,*,NNG,*,T,케이슨식공법,*,*,*,*,*
KS磁石鋼,*,*,*,NNG,*,T,케이에스자석강,*,*,*,*,*
KO勝,*,*,*,NNG,*,T,케이오승,*,*,*,*,*
KO하다,*,*,*,VV,*,F,케이오하다,*,*,*,*,*
K因子,*,*,*,NNG,*,F,케이인자,*,*,*,*,*
K粒子,*,*,*,NNG,*,F,케이입자,*,*,*,*,*
